doc_id,discipline,text
642,food science,"(1) The physical education class is an inspection class. There is one examination per semester, and one make-up examination in class. Those who fail will be tested uniformly at the beginning of the next semester. Students who have failed twice during the school period will be given a make-up examination before graduation. Those who still fail the make-up examination will be disqualified.
(2) The students' test scores in each semester are based on the usual test scores and practical skills test scores.
The usual assessment score is 50 points (20 points for class performance, 30 points for attendance, 10 points will be deducted for one unexcused absence, and those who are absent for more than three times (including 3 times) will be disqualified from the examination.
The practical skills assessment is 50 points."
643,computer science,"This course is an examination course, which adopts a combination of online and offline assessment methods, and adopts a percentage system for scoring. Overall assessment score = usual grade (70%) + final grade (30%), of which the usual grade includes: attendance (20%), platform learning tasks (20%), homework (20%), classroom performance (10%). The final exam is a closed-book exam, which will be randomly grouped by the Learning Pass platform and released uniformly."
644,computer science,"The course assessment adopts a combination of online and offline assessment. Online MOOC learning and tests are conducted, and offline flipped classroom assessment is conducted. The sum of the two scores is the final score of the course assessment. 50 points (online MOOC) + 50 points (offline class) = 100 points. 30 points (5 hours of video time) + 20 points (online test) = 50 points; attendance rate + class interaction + in-class homework = 50 points."
645,computer science,"The course assessment adopts a combination of online and offline assessment. Online MOOC learning and tests are conducted, and offline flipped classroom assessment is conducted. The sum of the two scores is the final score of the course assessment. 50 points (online MOOC) + 50 points (offline class) = 100 points. 30 points (5 hours of video time) + 20 points (online test) = 50 points; attendance rate + class interaction + in-class homework = 50 points."
646,health science,"1. Process assessment (accounting for 45% of the total grade): 10% for class participation, 25% for homework completion, and 10% for attendance.
2. Final assessment (accounting for 40% of the total score): 40% for the comprehensive exam.
3. Ideological and political assessment (accounting for 15% of the total score): 5% for ideological and moral concepts, 5% for labour concepts, and 5% for caring for patients. "
647,computer science,"The assessment of this course consists of process assessment and summative assessment.
1. Process assessment (40%)
In the usual process learning, students are assessed and evaluated mainly through four aspects: learning attitude, usual homework, attendance, and group discussion participation rate.
Process assessment = learning attitude 20% + usual homework 30% + attendance 30% + group discussion participation rate 20%
2. Summative assessment (60%)
The summative assessment is mainly composed of two parts: theoretical knowledge and on-site demonstration.
The assessment of theoretical knowledge is carried out in the form of a business plan written by students. The assessment of the on-site demonstration is that students conduct roadshows in groups.
Summative assessment = 50% of business plan + 50% of on-site display"
648,computer science,"It is recommended to use a comprehensive assessment method combining the final exam (60%), the usual homework (20%), the usual attendance (10%), and the usual classroom performance (10%)."
649,computer science,Usually there are two parts of the assessment and the final exam in each section of the learning process. Total score = usual tests (40%) + final exam (60%)
650,health science,"1. Curriculum assessment: The teaching assessment of this course is a combination of process assessment (task assessment) and final assessment (course assessment). 
(2) Grade distribution for career guidance courses (fourth or fifth semester): 30% for classroom teaching; 20% for online teaching; 50% for exams.
"
651,health science,"The assessment of this course adopts a combination of formative assessment and summative assessment. Formative assessment accounts for 50%, mainly assessing the attendance rate, online discussion, classroom performance, etc.; summative assessment accounts for 50%, using the form of final inspection (open book)."
652,computer science,"It is recommended to use a comprehensive assessment method combining final exam (60%), usual homework (20%), usual attendance (10%), and usual classroom performance (10%)."
653,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
654,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
655,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
656,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
657,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
658,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
659,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
660,computer science,The teaching assessment of this course consists of 60% of the total score of the process assessment (task assessment) and 40% of the total score of the final assessment (course assessment).
661,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
662,health science,"1. Course assessment: The teaching assessment of this course is a combination of process assessment (task assessment) and final assessment (entrepreneurial plan). Among them, the process assessment accounts for 60% of the total score; the course-completion assessment accounts for 40% of the total score. Among them, 60% of the process assessment is based on: 1. For each module of learning, students need to complete a specific homework. Teachers set specific goals for assignments and assess how well the goals are being accomplished. Students can make new discoveries in learning by completing homework; 2. Each homework should have specific instructions and stipulated completion time. For the practical aspects of each module, group activities are used for assessment, and teachers give feedback on the homework completion a timely manner.
The course-completion assessment accounts for 40% of the total course grade and is in the form of a final open-book examination.
"
663,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
664,computer science,"This course implements a combination of process assessment and summative assessment. The process assessment score accounts for 30%, and the summative assessment score accounts for 70%. The summative assessment is divided into theoretical assessment (40%) and practical assessment (30%)."
665,computer science,"usual grade 30% + course examination grade 70%
"
666,health science,"Implement a combination of process assessment and summative assessment methods: process assessment accounts for 50%, (20% before class + 20% in class + 10% after class), summative assessment 50% (30% theory exam, 20% practical training test)"
667,food science,"(5) Assessment method: overall assessment score = 70% (written test score) + 30% (writing task, oral test, and completion of reading notes)
(6) Recording method of results: (percentage scoring system)
"
668,health science,"Implement a combination of diversified course assessment methods including process assessment, online and offline assessment:
Process assessment 50%: online assessment 20%, in-class assessment 20%, after-class assessment 10%
Final assessment 50%: 30% of the theoretical assessment, 20% of the practical training assessment (of which the professional quality assessment accounts for 20%)"
669,health science,The teaching assessment of this course consists of 60% of the total score of the process assessment (task assessment) and 40% of the total score of the final assessment (course assessment).
670,computer science,"Course assessment are conducted in the form of formative assessment accounting for 30% and summative assessment accounting for 70%. Formative assessment includes attendance, answering questions, assignments, etc.; summative assessment includes operational assessment."
671,computer science,"total assessment score = usual score × 30% + final examination score × 70%.
"
672,computer science,"
In the inspection class, the focus is on the performance of usual training, which accounts for 70% of the total score; at the end of the term, a written report on the design of an overall network is completed, accounting for 20% of the total score; the usual scores include classroom attendance, learning attitude, homework, classroom interaction, and discussion, accounting for 10% of the total grade.
Suggestion: At the end of the training, no matter whether it is successful or not, an experimental report must be handed in as the basis for the assessment of practical training."
673,computer science,The assessment of this course is based on a combination of process assessment and summative assessment. The process assessment score accounts for 40% and the summative assessment score accounts for 60%.
674,computer science,The assessment of this course is based on a combination of process assessment and summative assessment. The process assessment score accounts for 40% and the summative assessment score accounts for 60%.
675,computer science,The assessment of this course is based on a combination of process assessment and summative assessment. The process assessment score accounts for 30% and the summative assessment score accounts for 70%.
676,health science,"(1) The assessment of the course examination adopts final oral examination and usual grades, and implements the percentage scoring system for assessment, of which the usual grades account for 30%, and the final oral exams account for 70%.
(2) The usual assessment results refer to the usual training results, which consist of 2 classroom tests and 4 homework results. The full score of each test and homework is 100 points, which are given by teachers according to the quality of students' completion of the test. The full score of the assessment is 30 points, accounting for 30% of the total score.
(3) The content of the final assessment is strictly prohibited from being conducted in accordance with the content of the national Putonghua grading test. Students are required to be familiar with various question types and grading standards and successfully complete the test. The full score of the paper is 100, accounting for 70% of the total grade."
677,computer science,The assessment of this course is based on a combination of process assessment and summative assessment. The process assessment score accounts for 30% and the summative assessment score accounts for 70%.
678,computer science,The assessment of this course is based on a combination of process assessment and summative assessment. The process assessment score accounts for 30% and the summative assessment score accounts for 70%.
679,health science,"The assessment of this course adopts a combination of usual assessment and final assessment. The usual assessment score accounts for 30%, and the summative assessment score accounts for 70%."
680,computer science,The assessment of this course is based on a combination of process assessment and summative assessment. The process assessment score accounts for 40% and the summative assessment score accounts for 60%.
681,computer science,"This software training assessment is mainly divided into two aspects, one is group assessment and the other is individual assessment. The final assessment result of each training student = group assessment × 70% + individual assessment × 30%
The total group assessment score of each project development team consists of the project achievement score (80%) and the project review score (20%).
Project achievement points: The development stage document results and source code submitted by each project development team will be reviewed by the jury and will be regarded as the project achievement points. The scoring criteria for project achievement points include three aspects: layout design, technical characteristics and staged results.
Project review score: In order to assess the comprehensive quality of each project team, each project team must state its own plan, and then each jury will ask questions on the spot according to the situation of each project team, and then the jury will score according to the answers. The individual scores are mainly composed of the project leader's assessment score and the team members' peer assessment score."
682,computer science,"The assessment is carried out by means of project completion, etc."
683,computer science,"The assessment is carried out by means of project completion, etc."
684,computer science,The assessment of this course is based on a combination of process assessment and summative assessment. The process assessment score accounts for 40% and the summative assessment score accounts for 60%.
685,computer science,The assessment method is mainly based on the summative assessment.
686,computer science,The assessment of this course is based on a combination of process assessment and summative assessment. The process assessment score accounts for 40% and the summative assessment score accounts for 60%.
687,computer science,"The assessment is carried out by means of project completion, etc."
688,computer science,The assessment of this course is based on a combination of process assessment and summative assessment. The process assessment score accounts for 40% and the summative assessment score accounts for 60%.
689,food science,"4. Assessment method: inspection. Usual grades account for 50%: the assessment content is divided into classroom performance, attendance, homework completion, etc.; final grades account for 50%."
690,health science,"Course assessment: usual grades (50%) + operation test (50%)
Usual grades: Attendance (50%) + Attitude and Discipline (30%) + Questioning (20%)
Operational Exam: Completion of specified rehabilitation assessment and rehabilitation training projects"
691,computer science,"Students submit study reports around information technology security, and examine students' knowledge and awareness of information technology security according to the content of the report."
692,computer science,"The assessment of the entire course is suggested to be divided into two elements: modular project task assessment and comprehensive quality assessment. The comprehensive quality includes attendance, learning attitude, classroom interaction, etc.; Modular project assessment decomposes the performance into the realization assessment of each functional module. It is recommended not to conduct summative assessment, but mainly to conduct project assessment. The ratio of the two assessment elements to the grades is: project training grades: 80%; comprehensive quality grades 20%."
693,health science,Total score = usual score (class participation + attendance) * 15% + in-class exercises score * 40% + extra-curricular practice score * 45%
694,health science,"The course assessment method is inspection. Students must attend class on time and actively participate in teaching activities. The overall student attendance rate and class participation are considered as a process assessment, accounting for 60%, and the final grade accounting for 40%."
695,health science,"The course assessment method is inspection. Students must attend class on time and actively participate in teaching activities. The overall student attendance rate and class participation are considered as a process assessment, accounting for 60%, and the final grade accounting for 40%."
696,health science,"Exam subjects include Foundations of Nursing, Adult Nursing 1 (Medical Nursing), Adult Nursing 2 (Surgical Nursing), Advanced Midwifery, and Child Nursing."
697,health science,"The assessment of this course adopts the combination of formative assessment and summative assessment, and the test scores are scored according to the percentage scoring system. Formative assessment accounts for 60%, which is mainly a comprehensive assessment of daily homework, attendance, and classroom performance. Summative assessment accounts for 40%, and the test is carried out in the form of a final inspection."
698,health science,"The assessment of this course adopts the form of formative assessment and summative assessment.
Formative assessment accounts for 60%, mainly including attendance, discussion, interaction, interviews, assignments, etc.; summative assessment accounts for 40%, which is tested in the form of final inspection."
699,food science,"4. Assessment method: inspection. The usual grades account for 60%: the assessment content is divided into classroom performance, attendance, homework completion, etc.; the final grades account for 40%."
700,food science,"4. Assessment method: inspection. The usual grades account for 60%: the assessment content is divided into classroom performance, attendance, homework completion, etc.; the final grades account for 40%."
701,food science,The grades are comprehensively assessed based on the students' graduation thesis and defence.
702,health science,"process assessment, internship report"
703,health science,"	
Internship grades + school instructor grades"
704,food science,"4. Assessment method: inspection. The usual grades account for 60%: the assessment content is divided into classroom performance, attendance, homework completion, etc.; the final grades account for 40%."
705,food science,"4. Assessment method: inspection. The usual grades account for 60%: the assessment content is divided into classroom performance, attendance, homework completion, etc.; the final grades account for 40%."
706,food science,"4. Assessment method: inspection. The usual grades account for 60%: the assessment content is divided into classroom performance, attendance, homework completion, etc.; the final grades account for 40%."
707,food science,"4. Assessment method: inspection. The usual grades account for 60%: the assessment content is divided into classroom performance, attendance, homework completion, etc.; the final grades account for 40%."
708,food science,"inspection. The usual grades account for 60%: the assessment content is divided into classroom performance, attendance, homework completion, etc.; the final grade accounts for 40%: the assessment content is to form a project team of 7-9 people and write a business plan."
709,engineering,"Adopt the combination of process assessment and summative assessment, and the assessment method of combining the usual scores, simulation scores and processing parts scores to comprehensively evaluate the comprehensive professional ability of students. Among them, 10% attendance, 20% training details, 20% simulation, 50% processed product quality."
710,computer science,"Inspection course, and the assessment score is 60% for the usual performance and 40% for the final examination (The usual performance includes attendance, homework, classroom performance, intelligent classroom learning, etc.; the final examination mainly focuses on psychological activities)."
711,engineering,"This course is an inspection course, and the final exam is a computer operation. 
1. The usual grades (attendance, classroom performance, interaction, discipline and learning attitude, etc.) account for 10%.
2. Task completion accounts for 40%.
3. Final exam account for 50%."
712,engineering,50% process assessment + 50% practical assessment.
713,engineering,"The assessment of this course adopts the form of combining formative assessment and summative assessment. The formative assessment is mainly through attendance, classroom exercises, practical assignments, etc. The teaching process accounts for 40%; the summative assessment (i.e., examination /inspection), accounts for 60%."
714,food science,"4. Assessment method: inspection. The usual grades account for 60%: the assessment content is divided into classroom performance, attendance, homework completion, etc.; the final grade accounts for 40%: the assessment content is to form a team of 7-9 people and write a university study plan."
715,computer science,"According to the actual needs of the company's post ability, the assessment mechanism has been improved, and the process assessment and team cooperation are adopted, and the assessment is carried out with reference to the combination of enterprise simulation practice. The total assessment score = process assessment score * 50% + teamwork * 30% + classroom performance * 20%, the process assessment is based on students' mastery of each ability module, and teamwork is the comprehensive performance of the roles played by group members. Classroom performance is the assessment of students' classroom learning interaction and attendance."
716,computer science,"According to the actual needs of the company's post ability, the assessment mechanism has been improved, and the process assessment and team cooperation are adopted, and the assessment is carried out with reference to the combination of enterprise simulation practice. The total assessment score = process assessment score * 50% + teamwork*30% + classroom performance*20%, the process assessment is based on students' mastery of each ability module, and teamwork is the comprehensive performance of the roles played by members of the study group. Classroom performance is the assessment of students' classroom learning interaction and attendance."
717,computer science,"Attendance and check-in using the Bluemo Cloud platform accounts for 30%, student sports check-in accounts for 30%, and skill assessment accounts for 40%."
718,computer science,"[Course Objectives]
[Knowledge objectives] 1. Master the process of software development; 2. Master the method of software project design; 3. Master the method of software project realization; 4. Master the method of software project testing; 5. Master the method of document writing;
[Ability Objectives] Cultivate the ability to understand and describe customer needs; develop the ability to use various tools to develop complete WEB projects; cultivate the ability to consult materials and manuals;
[Quality goals] Can use various means of communication to express and communicate well; have strong professional learning, execution and innovation capabilities; analyze and solve problems; have conscious normative awareness, teamwork awareness and collaboration ability;

[Main Content] 
1. Topic selection
2. Data collection and arrangement
3. Analyze and compare to determine the plan
4. Task implementation for graduation design (system design, project realization, project testing)
5. Write the graduation design achievement statement
6. Graduation project defense

[Teaching Requirements]
1. Guide students to select topics for graduation design
2. Guide students to collect and organize data
3. Guide students to determine technical solutions
4. Guide students to complete graduation design projects
5. Improve students' ability to analyze and solve problems encountered in the software development process through graduation design."
719,computer science,"[Course Objectives]
[Knowledge objectives] In-depth enterprise participation and professional practice, understanding of corporate culture and corporate management, and further strengthening of professional skills.
[Ability Objectives] Cultivate students' ability to express and communicate well; use the professional knowledge they have learned to solve problems encountered in reality;
[Quality Objectives] Establish the correct concept of labor and the spirit of hard work, cultivate the ability to adapt to the production environment, and adapt to the job requirements.

[Main Content] 
1. Enterprise cognition
2. Post-internship
3. Internship summary

[Teaching Requirements]
1. The school teachers visit the enterprise at least once a month to understand the students' internship situation and conduct enterprise research; organize student safety education, professional guidance, and inspection of the internship manual once a month;
2. Enterprise counselors are responsible for the daily inspection and guidance of intern students, inspection of daily work, guidance of technical skills training, and formulation of internship plans, etc.;"
720,computer science,"This course adopts a combination of formative assessment and summative assessment. Formative assessment accounts for 60%, mainly online attendance, discussion and interaction, assignments, etc.; Summative assessment accounts for 40%, mainly using final online assessment."
721,computer science,"The assessment method of this course is inspection. Students must attend class on time and actively participate in teaching activities. The overall student attendance rate and class participation are considered as a process assessment, accounting for 60%, and final grades accounting for 40%."
722,computer science,"The topic selection of the project is fully combined with the course groups of mobile front-end, mobile back-end, operation and maintenance of this major, and the skill points involved in these courses are used as the topic selection of typical work task design.
It is suggested to adopt a comprehensive assessment method of scientific design accounting for 30%, normativity accounting for 20%, integrity accounting for 30%, and practicality accounting for 20%."
723,computer science,"This course is a professional direction course, which is used for the comprehensive ability training of post-internships for students majoring in mobile Internet. Students choose companies and positions for post-internships under the guidance of teachers according to their own strengths.
The post-internship guidance process must be integrated into the curriculum ideology and politics, and the cultivation of morality and people should be run through the internship guidance. The teacher uses Xixun Cloud to manage all aspects of the internship (sign-in, weekly report, monthly report, summary, etc.) to ensure the normal and orderly development of the internship.
It is recommended to adopt a comprehensive evaluation method: it is composed of teacher evaluation, self-evaluation, enterprise evaluation and daily performance. The specific composition ratio is uniformly stipulated by the college."
724,computer science,"Completing a staged assessment after the teaching of each project, a total of seven project assessment; combined with classroom performance, homework, discussion and other project participation in the learning pass; plus the usual attendance to form the ""Database Development Technology"" test score. The specific ratios are as follows:
Total score = average score of the assessment of seven projects * 70% + usual score * 30%
Usual grades = class performance * 10% + attendance * 10% + usual homework * 10%"
725,food science,"Inspection class. 60% of the usual assessment results (attendance, classroom performance) + 40% of the final assessment results (subjective answer on the paper)."
726,computer science,"The process assessment consists of attendance, internship performance and internship log, accounting for 80% of the total grade. The summative assessment consists of the internship summary report, the assessment of the school instructor, and the assessment of the enterprise instructor, accounting for 20% of the total score."
727,computer science,"The process assessment consists of attendance, internship performance and internship log, accounting for 80% of the total grade. The summative assessment consists of the internship summary report, the assessment of the school instructor, and the assessment of the enterprise instructor, accounting for 20% of the total score."
728,computer science,"The process assessment is composed of attendance, internship performance, internship log, assessment of school instructors, and assessment of enterprise instructors, accounting for 80% of the total score. The summative assessment consists of the design work of the on-the-job internship project, the summary report on the on-the-job internship, and the defense of the project work, accounting for 20% of the total score."
729,computer science,"The process assessment consists of attendance, usual performance, assessment of school instructors, and assessment of corporate masters, accounting for 60% of the total score. The final assessment is composed of graduation design project works, graduation design report, and graduation design defense, accounting for 40% of the total score."
730,computer science,"Comprehensive assessment of student attendance, performance and cognitive internship reports."
731,computer science,"Comprehensive assessment of student attendance, performance and cognitive internship reports."
732,computer science,Students participate in the graduation design random inspection organized by the department and supervised by the provincial department.
733,health science,"Online study 30% + usual grade 30% (homework, usual classroom performance) + 40% final exam grade"
734,computer science,"The course content is mainly composed of four parts: guidiance on graduation design process, guidance on graduation design procedure, guidance on graduation design review, and graduation design defense. The contents include the purpose and requirements of the graduation project, the organization and management of the graduation project and the work process, the initiation of the graduation project and the topic selection of the graduation project, the formulation of the graduation project task book, the formulation of the graduation project plan, the completion of the design of the graduation project, and the report on the results of the graduation project, graduation design review and defense."
735,computer science,"During the internship process, you should keep aggregating data, fill in the internship weekly diary on the Gongxueyun APP in time, and write a summary of the internship report after the internship is over; complete the on-the-job internship task within the specified time, and complete the ""Questionnaire for the Analysis of Graduate Post Ability Needs"", Fill in the ""Position Ability Analysis Report"", ""Graduation Tracking Survey Form"" and other forms."
736,computer science,"Carrying out the practical activities of follow-up internships is an important practical link in the arrangement of teaching plans, and one of the important contents of implementing the teaching quality and teaching reform projects in vocational colleges. It is an important entry point for the reform of the talent training model, a major measure to drive the adjustment and construction of majors, and to guide the reform of curriculum, teaching content and teaching methods.
The purpose of carrying out follow-up internship and practice activities is to use the two different educational environments and educational resources of schools and enterprises, and to combine classroom teaching with students' participation in practical work, so as to cultivate students' professional ability, comprehensive quality, innovation ability and employment competitiveness. 
Through learning and reflection, combined with majors, further clarify development goals (how to develop in terms of professional ability, comprehensive quality, innovation ability, zero-distance employment, etc.). Real experience of production operation process and quality control of product production. Comprehend the hard work of the laborers, be grateful to the laborers, and thank the parents for their upbringing

(1) Comprehend the enterprise environment;
(2) Comprehend the requirements of the enterprise on the professional ability and comprehensive quality of the post;
(3) Learn advanced corporate culture and management concepts, and initially master production technology.
(4) Apply the acquired knowledge and skills to carry out practical activities; according to the characteristics of different positions, learn the professional knowledge and skills required by the positions; learn some professional courses in practical activities."
737,computer science,"Before graduation, under the guidance of teachers, students collect data and research questions according to the assigned tasks.
Complete the graduation project independently by using the acquired knowledge comprehensively."
738,computer science,"Under the guidance of enterprise instructors, students complete the task of post-internship."
739,computer science,"The assessment by internship unit, instructor and student self-assessment are combined, and the internship instructor will make a general evaluation, and the assessment will be recorded in the student file in the form of comments and opinions."
740,computer science,"Graduation internship journal, graduation internship summary, inspection"
741,computer science,"Graduation design plan, software project, inspection"
742,computer science,"Teaching Requirement: 
During the internship period, students receive dual guidance from the school and the internship unit. Both the school and the enterprise must strengthen the monitoring and management of the students' work process. Establish a student internship management platform, and require students to fill in weekly internship records on the platform every week. After the internship is over, students should independently complete the internship report.
Course Objectives: 
Knowledge goal: combine theory with practice, integrate book knowledge, form a personal Baidu system of knowledge in a certain field or aspect, and understand the application of these knowledge systems in engineering; achieve professional training goals and be familiar with engineering facilities in related technical fields and related equipment, understand the design ideas and process of the project; learn to adapt to the knowledge of the scene, social activities and interpersonal skills, and improve the overall quality.
Ability goal: have the ability to discover and solve problems in project practice; have the ability to innovate in project practice; have strong adaptability and certain social communication skills; have strong ability to summarize the practice.
Quality goals: have the professional quality of engineering practice ability; focus on cultivating students to love their majors and study the good quality of professional knowledge hard; cultivate students' basic quality of strong social adaptability and certain social communication.
Main Content
Understand the development status and trends of computer software development related industries, and be familiar with the application of mainstream development tools and development technologies in the actual working environment. Familiar with the actual project development process of the enterprise, the preparation of software documents, the main division of labor and responsibilities of each job position."
743,computer science,"The assessment of the course focus on the process and ability. The course results are composed of the process assessment results and the course final assessment results, mainly based on the process examination.
Process assessment, including the usual assessment results of course learning (including classroom attendance, learning attitude, homework, classroom interaction, discussion, etc.), course staged assessment results (including teaching unit assessment, learning performance assessment, project (task) teaching assessment, mid-term assessment, etc.), course training (experiment) project results, etc.
It is recommended to use a combination of operation and written examination for the final assessment.
"
744,engineering,"This course is completed by inspection, and the ratio is: 60% for usual performance and 40% for final examination. (Usual performance includes attendance, homework, classroom performance, intelligent classroom learning, etc.; the final inspection is mainly based on psychological activities)."
745,computer science,"Completing a staged assessment after the teaching of each project, a total of four project assessment; combined with classroom performance, homework, discussion and other project participation in the online platform of Learning Pass; and the usual attendance to form the ""Program Design Fundamentals-C Language"" test score.
The specific ratios are as follows:
Total score = average score of five project assessment * 50% + class performance * 20% + attendance * 10% + usual homework * 20%"
746,engineering,Acceptance checks of product making
747,computer science,"It is recommended to use a comprehensive assessment method combining final project assessment (50%), usual homework and classroom performance (30%), and usual attendance (20%)."
748,engineering,Acceptance checks of product design
749,engineering,Acceptance checks of product making
750,engineering,Acceptance checks of project report
751,food science,"Internship credits are 24 points, consisting of three parts: pre-leaving internship materials, internship process, and internship summary. Students must participate in graduation internship according to the school's teaching plan (except for students who are admitted into higher level education). Those who do not participate in the internship for no reason or self-arrange the internship without the approval and consent of the school will receive 0 credits for the internship.

Before leaving school, intern students must participate in the pre-job training organized by the school, fill in the ""Internship Manual"", sign an internship agreement and other relevant materials, and sign relevant safety responsibility letters with their parents if they are looking for their own unit, and establish a sound internship file.

The assessment of the internship process is jointly assessed by the internship unit and the school. The internship unit’s assessment results account for 70%, and the school’s assessment results account for 30%. In principle, the assessment should be conducted at least once a month.

Enterprise assessment content:
(1) Work attitude:
On-the-job internship is an important part of practical teaching. Students must have a correct understanding, earnestly implement the internship work according to the internship plan, establish a correct career and employment outlook, and have a good professionalism.
(2) Labor discipline
During the internship, students must abide by the work discipline, not to be late, not to leave early, not to be absent from work, and to ask for leave in advance to the unit supervisor and the internship instructor.
(3) Professional ability
Strengthen the cultivation of professional ethics, obey the safety production management of the enterprise, strictly prohibit illegal operations, avoid the occurrence of violations of regulations and disciplines, and ensure personal safety.
(4) Teamwork
Work hard, be tough, respect enterprise leaders and instructors, unite colleagues, be kind to others, and be able to cooperate to complete job tasks.

School assessment content:
(1) Professionalism
Intern students should abide by the school's internship management regulations, abide by the internship unit's professional norms and job requirements, and are not allowed to change the internship unit or suspend the internship at will, and are required to complete the on-the-job internship hours.
(2) Learning ability
During the internship, students should take the initiative to learn, ask for advice humbly, use the Internet, books and other channels to pay attention to national affairs, regularly write internship diaries, and regularly exchange internship experience with the class teacher, so as to improve their own cultural and ideological and moral cultivation and practical skills.
(3) Practical skills
During the internship period, students should actively participate in the business training organized by the internship unit, earnestly and humbly ask and learn from the instructors, delve into the job business, successfully complete the internship tasks, and improve practical skills.

Internship summary
At the end of the internship, students should carefully summarize and fill in the ""Internship Appraisal Form"", and cooperate with the internship company, internship instructor and head teacher to complete the calculation of internship credits.

Bonus
During the internship period, the students should have the spirit of innovation, be able to work creatively, have technological innovations, inventions, be commended by relevant departments, or be rated as outstanding employees, and the school will reward them with extra points.
Assessment results
1. Students’ internship assessment results are divided into four grades: excellent, good, qualified, and unqualified.
20-24 excellent
16-24 good
12-16 qualified
Less than 12 points unqualified.
2. Those who fail to pass the internship need to participate in the internship again. After passing the internship, they can go through the graduation procedures and be granted a graduation certificate."
752,food science,"The grades are based on students' internship report, internship working performance, and combined with enterprise assessment. "
753,computer science,"It is recommended to use final project assessment (50%), usual homework and classroom performance (30%), usual attendance (20%), a combination of process and summative assessment."
754,food science,"Quality goals:
1. Improve practical ability;
2. Cultivate the spirit of hard work, plain living, hard work and responsibility.
Knowledge goal:
1. Understand the national conditions, actively participate in social practice activities, do a good job in food safety work, and carry out post practice in food enterprises;
2. Deeply understand Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era, grasp the party's principles and policies, strengthen ideals and beliefs, adhere to the four self-confidences, and use practical actions to contribute to the Chinese dream of the great rejuvenation of the Chinese nation.
Ability goals:
1. Able to integrate theory with practice, apply learning flexibly, and enhance the ability to analyse and solve problems;
2. Cultivate innovation awareness and innovation ability.

Main content:
1. Social survey;
2. Labour exercise;
3. Social services;
4. Enterprise practice.

Teaching requirements:
4. Assessment method: inspection. Course grades = process assessment grades × 50% + final grades × 50%.
"
